V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20
0,34355;0,1566;0,1513;0,06933;0,0693;0,57714;0,57004;0,38224;0,37193;0,55485;0,56068;0,41015;0,41808;0,53881;0,57888;0,34883;0,34938;0,35233;0,35302;0
0,31808;0,23625;0,1566;0,0855;0,0693;0,42131;0,57714;0,2331;0,38224;0,50234;0,55485;0,34231;0,41015;0,44055;0,53881;0,34681;0,34883;0,34697;0,35233;0
0,33518;0,14785;0,2363;0,08235;0,0855;0,5295;0,42131;0,34323;0,2331;0,53216;0,50234;0,38802;0,34231;0,51019;0,44055;0,34543;0,34681;0,33875;0,34697;0
0,32743;0,11923;0,1478;0,0814;0,0823;0,53792;0,5295;0,37252;0,34323;0,52243;0,53216;0,3687;0,38802;0,53482;0,51019;0,34365;0,34543;0,33346;0,33875;0
0,31734;0,12384;0,1192;0,08736;0,0814;0,50884;0,53792;0,35086;0,37252;0,53642;0,52243;0,4005;0,3687;0,53109;0,53482;0,34148;0,34365;0,32831;0,33346;0
0,30331;0,13241;0,1238;0,11103;0,0874;0,54021;0,50884;0,46325;0,35086;0,50592;0,53642;0,36562;0,4005;0,52643;0,53109;0,33951;0,34148;0,32027;0,32831;0
0,30799;0,14671;0,1324;0,12415;0,111;0,50609;0,54021;0,37772;0,46325;0,51522;0,50592;0,37339;0,36562;0,49274;0,52643;0,33761;0,33951;0,31825;0,32027;1
0,31771;0,10262;0,1467;0,12833;0,1242;0,55412;0,50609;0,40147;0,37772;0,54031;0,51522;0,40828;0,37339;0,54653;0,49274;0,33622;0,33761;0,31475;0,31825;1
0,32693;0,10073;0,1026;0,12909;0,1283;0,60729;0,55412;0,45081;0,40147;0,54574;0,54031;0,41326;0,40828;0,61403;0,54653;0,33553;0,33622;0,31465;0,31475;1
0,32878;0,12402;0,1007;0,12767;0,1291;0,65107;0,60729;0,4582;0,45081;0,55958;0,54574;0,44668;0,41326;0,65331;0,61403;0,33462;0,33553;0,31694;0,31465;1
0,32029;0,08987;0,124;0,12966;0,1277;0,61477;0,65107;0,45695;0,4582;0,54832;0,55958;0,43376;0,44668;0,6163;0,65331;0,33359;0,33462;0,32034;0,31694;1
0,31746;0,05554;0,0899;0,13251;0,1297;0,58018;0,61477;0,40737;0,45695;0,54053;0,54832;0,42895;0,43376;0,56996;0,6163;0,33252;0,33359;0,32223;0,32034;1
0,32017;0,05061;0,0555;0,13343;0,1325;0,56224;0,58018;0,36481;0,40737;0,55026;0,54053;0,45229;0,42895;0,55079;0,56996;0,3315;0,33252;0,32273;0,32223;1
0,32607;0,04861;0,0506;0,13323;0,1334;0,57341;0,56224;0,34536;0,36481;0,55114;0,55026;0,43029;0,45229;0,57169;0,55079;0,33092;0,3315;0,32255;0,32273;1
